iso3,year,Tuberculosis_Deaths,Country,region,subregion,latitude,longitude
DZA,2008,1631.038,Algeria,Africa,Northern Africa,28.0,3.0
ECU,2008,672.0704,Ecuador,Americas,South America,-2.0,-77.5
EGY,2008,608.2737,Egypt,Africa,Northern Africa,27.0,30.0
ERI,2008,326.5157,Eritrea,Africa,Eastern Africa,15.0,39.0
ESP,2008,241.6402,Spain,Europe,Southern Europe,40.0,-4.0
EST,2008,39.78463,Estonia,Europe,Northern Europe,59.0,26.0
ETH,2008,21149.71,Ethiopia,Africa,Eastern Africa,8.0,38.0
FIN,2008,25.67362,Finland,Europe,Northern Europe,64.0,26.0
FJI,2008,13.84422,Fiji,Oceania,Melanesia,-18.0,175.0
FRA,2008,360.9039,France,Europe,Western Europe,46.0,2.0
GAB,2008,671.3986,Gabon,Africa,Middle Africa,-1.0,11.75
GBR,2008,252.2828,United Kingdom,Europe,Northern Europe,54.0,-2.0
GEO,2008,131.7553,Georgia,Asia,Western Asia,42.0,43.5
GHA,2008,5736.668,Ghana,Africa,Western Africa,8.0,-2.0
GIN,2008,1909.515,Guinea,Africa,Western Africa,11.0,-10.0
GNB,2008,492.2231,Guinea-Bissau,Africa,Western Africa,12.0,-15.0
GNQ,2008,80.05477,Equatorial Guinea,Africa,Middle Africa,2.0,10.0
GRC,2008,60.72698,Greece,Europe,Southern Europe,39.0,22.0
GRD,2008,0.9722602,Grenada,Americas,Caribbean,12.1167,-61.6667
GTM,2008,238.5634,Guatemala,Americas,Central America,15.5,-90.25
GUY,2008,82.03188,Guyana,Americas,South America,5.0,-59.0
HND,2008,228.3555,Honduras,Americas,Central America,15.0,-86.5
HRV,2008,62.51029,Croatia,Europe,Southern Europe,45.1667,15.5
HTI,2008,580.4453,Haiti,Americas,Caribbean,19.0,-72.4167
HUN,2008,144.2291,Hungary,Europe,Eastern Europe,47.0,20.0
IDN,2008,65075.16,Indonesia,Asia,South-Eastern Asia,-5.0,120.0
IND,2008,326131.2,India,Asia,Southern Asia,20.0,77.0
IRL,2008,21.94553,Ireland,Europe,Northern Europe,53.0,-8.0
IRN,2008,431.3861,Iran,Asia,Southern Asia,32.0,53.0
IRQ,2008,609.8576,Iraq,Asia,Western Asia,33.0,44.0
ISL,2008,0.6688854,Iceland,Europe,Northern Europe,65.0,-18.0
ISR,2008,17.36318,Israel,Asia,Western Asia,31.5,34.75
ITA,2008,229.9777,Italy,Europe,Southern Europe,42.8333,12.8333
JAM,2008,11.16016,Jamaica,Americas,Caribbean,18.25,-77.5
JOR,2008,15.10182,Jordan,Asia,Western Asia,31.0,36.0
JPN,2008,2501.957,Japan,Asia,Eastern Asia,36.0,138.0
KAZ,2008,2250.303,Kazakhstan,Asia,Central Asia,48.0,68.0
KEN,2008,20793.46,Kenya,Africa,Eastern Africa,1.0,38.0
KGZ,2008,478.8812,Kyrgyzstan,Asia,Central Asia,41.0,75.0
KHM,2008,2314.625,Cambodia,Asia,South-Eastern Asia,13.0,105.0
KIR,2008,26.46509,Kiribati,Oceania,Micronesia,1.4167,173.0
KOR,2008,1966.892,South Korea,Asia,Eastern Asia,37.0,127.5
KWT,2008,19.17198,Kuwait,Asia,Western Asia,29.3375,47.6581
LAO,2008,2825.18,Lao People's Democratic Republic,Asia,South-Eastern Asia,18.0,105.0
LBN,2008,18.1086,Lebanon,Asia,Western Asia,33.8333,35.8333
LBR,2008,968.8437,Liberia,Africa,Western Africa,6.5,-9.5
LBY,2008,142.412,Libya,Africa,Northern Africa,25.0,17.0
LCA,2008,1.254923,Saint Lucia,Americas,Caribbean,13.8833,-61.1333
LKA,2008,824.3431,Sri Lanka,Asia,Southern Asia,7.0,81.0
LSO,2008,937.5665,Lesotho,Africa,Southern Africa,-29.5,28.5
LTU,2008,288.6712,Lithuania,Europe,Northern Europe,56.0,24.0
LUX,2008,0.665235,Luxembourg,Europe,Western Europe,49.75,6.1667
LVA,2008,80.74579,Latvia,Europe,Northern Europe,57.0,25.0
MAR,2008,1787.282,Morocco,Africa,Northern Africa,32.0,-5.0
MDA,2008,554.8518,Moldova,Europe,Eastern Europe,47.0,29.0
MDG,2008,7405.653,Madagascar,Africa,Eastern Africa,-20.0,47.0
MDV,2008,5.512553,Maldives,Asia,Southern Asia,3.25,73.0
MEX,2008,1759.739,Mexico,Americas,Central America,23.0,-102.0
MLI,2008,756.9598,Mali,Africa,Western Africa,17.0,-4.0
MLT,2008,2.409948,Malta,Europe,Southern Europe,35.8333,14.5833
MNG,2008,261.8781,Mongolia,Asia,Eastern Asia,46.0,105.0
MOZ,2008,4010.342,Mozambique,Africa,Eastern Africa,-18.25,35.0
MRT,2008,626.0866,Mauritania,Africa,Western Africa,20.0,-12.0
MUS,2008,12.01693,Mauritius,Africa,Eastern Africa,-20.2833,57.55
MWI,2008,2678.705,Malawi,Africa,Eastern Africa,-13.5,34.0
MYS,2008,902.437,Malaysia,Asia,South-Eastern Asia,2.5,112.5
NAM,2008,1001.514,Namibia,Africa,Southern Africa,-22.0,17.0
NER,2008,2497.582,Niger,Africa,Western Africa,16.0,8.0
NGA,2008,50802.44,Nigeria,Africa,Western Africa,10.0,8.0
NIC,2008,121.5902,Nicaragua,Americas,Central America,13.0,-85.0
NLD,2008,30.34901,Netherlands,Europe,Western Europe,52.5,5.75
NOR,2008,12.76392,Norway,Europe,Northern Europe,62.0,10.0
NPL,2008,15583.09,Nepal,Asia,Southern Asia,28.0,84.0
NZL,2008,5.995883,New Zealand,Oceania,Australia and New Zealand,-41.0,174.0
OMN,2008,10.92891,Oman,Asia,Western Asia,21.0,57.0
PAK,2008,28154.41,Pakistan,Asia,Southern Asia,30.0,70.0
PAN,2008,150.8786,Panama,Americas,Central America,9.0,-80.0
PER,2008,1723.264,Peru,Americas,South America,-10.0,-76.0
PHL,2008,20455.55,Philippines,Asia,South-Eastern Asia,13.0,122.0
PNG,2008,3475.456,Papua New Guinea,Oceania,Melanesia,-6.0,147.0
POL,2008,710.1709,Poland,Europe,Eastern Europe,52.0,20.0
PRK,2008,15313.0,North Korea,Asia,Eastern Asia,40.0,127.0
PRT,2008,186.6221,Portugal,Europe,Southern Europe,39.5,-8.0
PRY,2008,213.8999,Paraguay,Americas,South America,-23.0,-58.0
QAT,2008,3.864497,Qatar,Asia,Western Asia,25.5,51.25
ROU,2008,1348.557,Romania,Europe,Eastern Europe,46.0,25.0
RUS,2008,20806.14,Russian Federation,Europe,Eastern Europe,60.0,100.0
RWA,2008,509.2394,Rwanda,Africa,Eastern Africa,-2.0,30.0
SAU,2008,735.954,Saudi Arabia,Asia,Western Asia,25.0,45.0
SDN,2008,6385.031,Sudan,Africa,Northern Africa,15.0,30.0
SEN,2008,1430.779,Senegal,Africa,Western Africa,14.0,-14.0
SGP,2008,71.27522,Singapore,Asia,South-Eastern Asia,1.3667,103.8
SLB,2008,33.99502,Solomon Islands,Oceania,Melanesia,-8.0,159.0
SLE,2008,2153.571,Sierra Leone,Africa,Western Africa,8.5,-11.5
SLV,2008,58.486,El Salvador,Americas,Central America,13.8333,-88.9167
SOM,2008,4926.08,Somalia,Africa,Eastern Africa,10.0,49.0
SRB,2008,128.9559,Serbia,Europe,Eastern Europe,44.0,21.0
SSD,2008,2904.653,South Sudan,Africa,Middle Africa,8.0,30.0
SUR,2008,16.14314,Suriname,Americas,South America,4.0,-56.0
SVK,2008,30.37721,Slovakia,Europe,Eastern Europe,48.6667,19.5
SVN,2008,18.30121,Slovenia,Europe,Southern Europe,46.0,15.0
SWE,2008,22.07566,Sweden,Europe,Northern Europe,62.0,15.0
SYC,2008,1.836646,Seychelles,Africa,Eastern Africa,-4.5833,55.6667
SYR,2008,38.21698,Syrian Arab Republic,Asia,Western Asia,35.0,38.0
TCD,2008,2091.796,Chad,Africa,Middle Africa,15.0,19.0
TGO,2008,362.116,Togo,Africa,Western Africa,8.0,1.1667
THA,2008,6683.354,Thailand,Asia,South-Eastern Asia,15.0,100.0
TJK,2008,606.4672,Tajikistan,Asia,Central Asia,39.0,71.0
TKM,2008,437.1424,Turkmenistan,Asia,Central Asia,40.0,60.0
TON,2008,0.6825,Tonga,Oceania,Polynesia,-20.0,-175.0
TTO,2008,21.17428,Trinidad and Tobago,Americas,Caribbean,11.0,-61.0
TUN,2008,82.01231,Tunisia,Africa,Northern Africa,34.0,9.0
TUR,2008,658.6771,Turkey,Asia,Western Asia,39.0,35.0
UGA,2008,2850.836,Uganda,Africa,Eastern Africa,1.0,32.0
UKR,2008,4240.257,Ukraine,Europe,Eastern Europe,49.0,32.0
URY,2008,30.04098,Uruguay,Americas,South America,-33.0,-56.0
USA,2008,402.0169,United States,Americas,Northern America,38.0,-97.0
UZB,2008,1587.658,Uzbekistan,Asia,Central Asia,41.0,64.0
VCT,2008,0.9762692,Saint Vincent and the Grenadines,Americas,Caribbean,13.25,-61.2
VEN,2008,518.8183,Venezuela,Americas,South America,8.0,-66.0
VNM,2008,13653.43,Vietnam,Asia,South-Eastern Asia,16.0,106.0
VUT,2008,15.75406,Vanuatu,Oceania,Melanesia,-16.0,167.0
WSM,2008,0.378,Samoa,Oceania,Polynesia,-13.5833,-172.3333
YEM,2008,1217.863,Yemen,Asia,Western Asia,15.0,48.0
ZAF,2008,18300.81,South Africa,Africa,Southern Africa,-29.0,24.0
ZMB,2008,2380.86,Zambia,Africa,Eastern Africa,-15.0,30.0
ZWE,2008,2245.375,Zimbabwe,Africa,Eastern Africa,-20.0,30.0
