iso3,year,Tuberculosis_Deaths,Country,region,subregion,latitude,longitude
SLE,2015,2408.113,Sierra Leone,Africa,Western Africa,8.5,-11.5
SLV,2015,38.38016,El Salvador,Americas,Central America,13.8333,-88.9167
SOM,2015,6042.709,Somalia,Africa,Eastern Africa,10.0,49.0
SRB,2015,54.80719,Serbia,Europe,Eastern Europe,44.0,21.0
SSD,2015,3595.004,South Sudan,Africa,Middle Africa,8.0,30.0
SUR,2015,12.6775,Suriname,Americas,South America,4.0,-56.0
SVK,2015,17.18531,Slovakia,Europe,Eastern Europe,48.6667,19.5
SVN,2015,5.34944,Slovenia,Europe,Southern Europe,46.0,15.0
SWE,2015,8.310771,Sweden,Europe,Northern Europe,62.0,15.0
SYC,2015,0.9653267,Seychelles,Africa,Eastern Africa,-4.5833,55.6667
SYR,2015,17.11993,Syrian Arab Republic,Asia,Western Asia,35.0,38.0
TCD,2015,2010.079,Chad,Africa,Middle Africa,15.0,19.0
TGO,2015,295.2266,Togo,Africa,Western Africa,8.0,1.1667
THA,2015,6891.87,Thailand,Asia,South-Eastern Asia,15.0,100.0
TJK,2015,544.0548,Tajikistan,Asia,Central Asia,39.0,71.0
TKM,2015,391.9675,Turkmenistan,Asia,Central Asia,40.0,60.0
TON,2015,0.735,Tonga,Oceania,Polynesia,-20.0,-175.0
TTO,2015,20.60183,Trinidad and Tobago,Americas,Caribbean,11.0,-61.0
TUN,2015,73.57965,Tunisia,Africa,Northern Africa,34.0,9.0
TUR,2015,410.7154,Turkey,Asia,Western Asia,39.0,35.0
UGA,2015,5906.816,Uganda,Africa,Eastern Africa,1.0,32.0
UKR,2015,2591.039,Ukraine,Europe,Eastern Europe,49.0,32.0
URY,2015,68.59307,Uruguay,Americas,South America,-33.0,-56.0
USA,2015,327.7278,United States,Americas,Northern America,38.0,-97.0
UZB,2015,1079.55,Uzbekistan,Asia,Central Asia,41.0,64.0
VCT,2015,0.9847483,Saint Vincent and the Grenadines,Americas,Caribbean,13.25,-61.2
VEN,2015,533.2877,Venezuela,Americas,South America,8.0,-66.0
VNM,2015,9479.704,Vietnam,Asia,South-Eastern Asia,16.0,106.0
VUT,2015,9.542402,Vanuatu,Oceania,Melanesia,-16.0,167.0
WSM,2015,0.5985,Samoa,Oceania,Polynesia,-13.5833,-172.3333
YEM,2015,1233.193,Yemen,Asia,Western Asia,15.0,48.0
ZAF,2015,11858.16,South Africa,Africa,Southern Africa,-29.0,24.0
ZMB,2015,2969.603,Zambia,Africa,Eastern Africa,-15.0,30.0
ZWE,2015,648.9602,Zimbabwe,Africa,Eastern Africa,-20.0,30.0
