iso3,year,Tuberculosis_Deaths,Country,region,subregion,latitude,longitude
PRK,2007,18791.98,North Korea,Asia,Eastern Asia,40.0,127.0
PRT,2007,204.1492,Portugal,Europe,Southern Europe,39.5,-8.0
PRY,2007,189.8563,Paraguay,Americas,South America,-23.0,-58.0
QAT,2007,3.125138,Qatar,Asia,Western Asia,25.5,51.25
ROU,2007,1344.213,Romania,Europe,Eastern Europe,46.0,25.0
RUS,2007,21323.32,Russian Federation,Europe,Eastern Europe,60.0,100.0
RWA,2007,494.3477,Rwanda,Africa,Eastern Africa,-2.0,30.0
SAU,2007,738.6019,Saudi Arabia,Asia,Western Asia,25.0,45.0
SDN,2007,7156.651,Sudan,Africa,Northern Africa,15.0,30.0
SEN,2007,1541.674,Senegal,Africa,Western Africa,14.0,-14.0
SGP,2007,78.13883,Singapore,Asia,South-Eastern Asia,1.3667,103.8
SLB,2007,34.87344,Solomon Islands,Oceania,Melanesia,-8.0,159.0
SLE,2007,2332.589,Sierra Leone,Africa,Western Africa,8.5,-11.5
SLV,2007,71.20652,El Salvador,Americas,Central America,13.8333,-88.9167
SOM,2007,4990.192,Somalia,Africa,Eastern Africa,10.0,49.0
SRB,2007,183.5636,Serbia,Europe,Eastern Europe,44.0,21.0
SSD,2007,2760.62,South Sudan,Africa,Middle Africa,8.0,30.0
SUR,2007,8.753302,Suriname,Americas,South America,4.0,-56.0
SVK,2007,21.61216,Slovakia,Europe,Eastern Europe,48.6667,19.5
SVN,2007,16.45251,Slovenia,Europe,Southern Europe,46.0,15.0
SWE,2007,27.96086,Sweden,Europe,Northern Europe,62.0,15.0
SYC,2007,0.9451215,Seychelles,Africa,Eastern Africa,-4.5833,55.6667
SYR,2007,34.44125,Syrian Arab Republic,Asia,Western Asia,35.0,38.0
TCD,2007,2186.259,Chad,Africa,Middle Africa,15.0,19.0
TGO,2007,384.3573,Togo,Africa,Western Africa,8.0,1.1667
THA,2007,6719.552,Thailand,Asia,South-Eastern Asia,15.0,100.0
TJK,2007,627.4636,Tajikistan,Asia,Central Asia,39.0,71.0
TKM,2007,447.7045,Turkmenistan,Asia,Central Asia,40.0,60.0
TON,2007,1.2075,Tonga,Oceania,Polynesia,-20.0,-175.0
TTO,2007,19.58564,Trinidad and Tobago,Americas,Caribbean,11.0,-61.0
TUN,2007,82.08125,Tunisia,Africa,Northern Africa,34.0,9.0
TUR,2007,598.1529,Turkey,Asia,Western Asia,39.0,35.0
UGA,2007,3246.258,Uganda,Africa,Eastern Africa,1.0,32.0
UKR,2007,4439.02,Ukraine,Europe,Eastern Europe,49.0,32.0
URY,2007,61.65904,Uruguay,Americas,South America,-33.0,-56.0
USA,2007,387.7555,United States,Americas,Northern America,38.0,-97.0
UZB,2007,1663.94,Uzbekistan,Asia,Central Asia,41.0,64.0
VCT,2007,3.118075,Saint Vincent and the Grenadines,Americas,Caribbean,13.25,-61.2
VEN,2007,548.167,Venezuela,Americas,South America,8.0,-66.0
VNM,2007,14384.41,Vietnam,Asia,South-Eastern Asia,16.0,106.0
VUT,2007,12.27976,Vanuatu,Oceania,Melanesia,-16.0,167.0
WSM,2007,0.666776,Samoa,Oceania,Polynesia,-13.5833,-172.3333
YEM,2007,1385.837,Yemen,Asia,Western Asia,15.0,48.0
ZAF,2007,19487.66,South Africa,Africa,Southern Africa,-29.0,24.0
ZMB,2007,2180.769,Zambia,Africa,Eastern Africa,-15.0,30.0
ZWE,2007,2665.995,Zimbabwe,Africa,Eastern Africa,-20.0,30.0
