iso3,year,Tuberculosis_Deaths,Country,region,subregion,latitude,longitude
PRY,2003,203.3059,Paraguay,Americas,South America,-23.0,-58.0
QAT,2003,2.590365,Qatar,Asia,Western Asia,25.5,51.25
ROU,2003,1859.84,Romania,Europe,Eastern Europe,46.0,25.0
RUS,2003,26050.71,Russian Federation,Europe,Eastern Europe,60.0,100.0
RWA,2003,419.9557,Rwanda,Africa,Eastern Africa,-2.0,30.0
SAU,2003,771.2476,Saudi Arabia,Asia,Western Asia,25.0,45.0
SDN,2003,6652.584,Sudan,Africa,Northern Africa,15.0,30.0
SEN,2003,1617.633,Senegal,Africa,Western Africa,14.0,-14.0
SGP,2003,63.75634,Singapore,Asia,South-Eastern Asia,1.3667,103.8
SLB,2003,25.73783,Solomon Islands,Oceania,Melanesia,-8.0,159.0
SLE,2003,2285.181,Sierra Leone,Africa,Western Africa,8.5,-11.5
SLV,2003,61.39638,El Salvador,Americas,Central America,13.8333,-88.9167
SOM,2003,4573.159,Somalia,Africa,Eastern Africa,10.0,49.0
SRB,2003,228.3558,Serbia,Europe,Eastern Europe,44.0,21.0
SSD,2003,2290.329,South Sudan,Africa,Middle Africa,8.0,30.0
SUR,2003,11.94336,Suriname,Americas,South America,4.0,-56.0
SVK,2003,47.28869,Slovakia,Europe,Eastern Europe,48.6667,19.5
SVN,2003,20.17349,Slovenia,Europe,Southern Europe,46.0,15.0
SWE,2003,33.36403,Sweden,Europe,Northern Europe,62.0,15.0
SYC,2003,0.0,Seychelles,Africa,Eastern Africa,-4.5833,55.6667
SYR,2003,47.50643,Syrian Arab Republic,Asia,Western Asia,35.0,38.0
TCD,2003,2074.329,Chad,Africa,Middle Africa,15.0,19.0
TGO,2003,271.5038,Togo,Africa,Western Africa,8.0,1.1667
THA,2003,8781.483,Thailand,Asia,South-Eastern Asia,15.0,100.0
TJK,2003,660.8867,Tajikistan,Asia,Central Asia,39.0,71.0
TKM,2003,471.8907,Turkmenistan,Asia,Central Asia,40.0,60.0
TON,2003,0.84,Tonga,Oceania,Polynesia,-20.0,-175.0
TTO,2003,19.0703,Trinidad and Tobago,Americas,Caribbean,11.0,-61.0
TUN,2003,81.46782,Tunisia,Africa,Northern Africa,34.0,9.0
TUR,2003,866.2634,Turkey,Asia,Western Asia,39.0,35.0
UGA,2003,3166.096,Uganda,Africa,Eastern Africa,1.0,32.0
UKR,2003,4478.024,Ukraine,Europe,Eastern Europe,49.0,32.0
URY,2003,48.93889,Uruguay,Americas,South America,-33.0,-56.0
USA,2003,466.913,United States,Americas,Northern America,38.0,-97.0
UZB,2003,2169.214,Uzbekistan,Asia,Central Asia,41.0,64.0
VCT,2003,6.222638,Saint Vincent and the Grenadines,Americas,Caribbean,13.25,-61.2
VEN,2003,609.8444,Venezuela,Americas,South America,8.0,-66.0
VNM,2003,17840.0,Vietnam,Asia,South-Eastern Asia,16.0,106.0
VUT,2003,7.8218,Vanuatu,Oceania,Melanesia,-16.0,167.0
WSM,2003,0.8505,Samoa,Oceania,Polynesia,-13.5833,-172.3333
YEM,2003,1850.306,Yemen,Asia,Western Asia,15.0,48.0
ZAF,2003,18307.63,South Africa,Africa,Southern Africa,-29.0,24.0
ZMB,2003,2125.049,Zambia,Africa,Eastern Africa,-15.0,30.0
ZWE,2003,2509.944,Zimbabwe,Africa,Eastern Africa,-20.0,30.0
