iso3,year,Tuberculosis_Deaths,Country,region,subregion,latitude,longitude
GNQ,2005,44.05841,Equatorial Guinea,Africa,Middle Africa,2.0,10.0
GRC,2005,55.54945,Greece,Europe,Southern Europe,39.0,22.0
GRD,2005,1.716205,Grenada,Americas,Caribbean,12.1167,-61.6667
GTM,2005,255.4535,Guatemala,Americas,Central America,15.5,-90.25
GUY,2005,88.75955,Guyana,Americas,South America,5.0,-59.0
HND,2005,243.5083,Honduras,Americas,Central America,15.0,-86.5
HRV,2005,65.58948,Croatia,Europe,Southern Europe,45.1667,15.5
HTI,2005,644.2955,Haiti,Americas,Caribbean,19.0,-72.4167
HUN,2005,184.163,Hungary,Europe,Eastern Europe,47.0,20.0
IDN,2005,62459.26,Indonesia,Asia,South-Eastern Asia,-5.0,120.0
IND,2005,347355.0,India,Asia,Southern Asia,20.0,77.0
IRL,2005,20.7532,Ireland,Europe,Northern Europe,53.0,-8.0
IRN,2005,414.9323,Iran,Asia,Southern Asia,32.0,53.0
IRQ,2005,732.451,Iraq,Asia,Western Asia,33.0,44.0
ISL,2005,0.646426,Iceland,Europe,Northern Europe,65.0,-18.0
ISR,2005,25.30329,Israel,Asia,Western Asia,31.5,34.75
ITA,2005,230.7466,Italy,Europe,Southern Europe,42.8333,12.8333
JAM,2005,17.94638,Jamaica,Americas,Caribbean,18.25,-77.5
JOR,2005,13.28026,Jordan,Asia,Western Asia,31.0,36.0
JPN,2005,2812.78,Japan,Asia,Eastern Asia,36.0,138.0
KAZ,2005,2999.402,Kazakhstan,Asia,Central Asia,48.0,68.0
KEN,2005,18724.78,Kenya,Africa,Eastern Africa,1.0,38.0
KGZ,2005,617.2745,Kyrgyzstan,Asia,Central Asia,41.0,75.0
KHM,2005,2613.418,Cambodia,Asia,South-Eastern Asia,13.0,105.0
KIR,2005,25.05597,Kiribati,Oceania,Micronesia,1.4167,173.0
KOR,2005,2396.399,South Korea,Asia,Eastern Asia,37.0,127.5
KWT,2005,23.3251,Kuwait,Asia,Western Asia,29.3375,47.6581
LAO,2005,3238.234,Lao People's Democratic Republic,Asia,South-Eastern Asia,18.0,105.0
LBN,2005,13.569,Lebanon,Asia,Western Asia,33.8333,35.8333
LBR,2005,952.6262,Liberia,Africa,Western Africa,6.5,-9.5
LBY,2005,95.19021,Libya,Africa,Northern Africa,25.0,17.0
LCA,2005,3.306615,Saint Lucia,Americas,Caribbean,13.8833,-61.1333
LKA,2005,826.9226,Sri Lanka,Asia,Southern Asia,7.0,81.0
LSO,2005,1223.819,Lesotho,Africa,Southern Africa,-29.5,28.5
LTU,2005,316.0203,Lithuania,Europe,Northern Europe,56.0,24.0
LUX,2005,0.7999339,Luxembourg,Europe,Western Europe,49.75,6.1667
LVA,2005,139.1434,Latvia,Europe,Northern Europe,57.0,25.0
MAR,2005,1732.701,Morocco,Africa,Northern Africa,32.0,-5.0
MDA,2005,643.0857,Moldova,Europe,Eastern Europe,47.0,29.0
MDG,2005,7768.979,Madagascar,Africa,Eastern Africa,-20.0,47.0
MDV,2005,3.697955,Maldives,Asia,Southern Asia,3.25,73.0
MEX,2005,1848.175,Mexico,Americas,Central America,23.0,-102.0
MLI,2005,963.9658,Mali,Africa,Western Africa,17.0,-4.0
MLT,2005,0.3402048,Malta,Europe,Southern Europe,35.8333,14.5833
MNG,2005,294.258,Mongolia,Asia,Eastern Asia,46.0,105.0
MOZ,2005,3626.368,Mozambique,Africa,Eastern Africa,-18.25,35.0
MRT,2005,860.1306,Mauritania,Africa,Western Africa,20.0,-12.0
MUS,2005,11.3709,Mauritius,Africa,Eastern Africa,-20.2833,57.55
MWI,2005,2410.16,Malawi,Africa,Eastern Africa,-13.5,34.0
MYS,2005,912.4244,Malaysia,Asia,South-Eastern Asia,2.5,112.5
NAM,2005,831.9312,Namibia,Africa,Southern Africa,-22.0,17.0
NER,2005,3049.849,Niger,Africa,Western Africa,16.0,8.0
NGA,2005,54897.21,Nigeria,Africa,Western Africa,10.0,8.0
NIC,2005,204.7621,Nicaragua,Americas,Central America,13.0,-85.0
NLD,2005,47.8974,Netherlands,Europe,Western Europe,52.5,5.75
NOR,2005,21.10139,Norway,Europe,Northern Europe,62.0,10.0
NPL,2005,16868.34,Nepal,Asia,Southern Asia,28.0,84.0
NZL,2005,10.08029,New Zealand,Oceania,Australia and New Zealand,-41.0,174.0
OMN,2005,10.87289,Oman,Asia,Western Asia,21.0,57.0
PAK,2005,29323.5,Pakistan,Asia,Southern Asia,30.0,70.0
PAN,2005,158.5219,Panama,Americas,Central America,9.0,-80.0
PER,2005,1988.872,Peru,Americas,South America,-10.0,-76.0
PHL,2005,22676.73,Philippines,Asia,South-Eastern Asia,13.0,122.0
PNG,2005,3327.167,Papua New Guinea,Oceania,Melanesia,-6.0,147.0
POL,2005,731.6059,Poland,Europe,Eastern Europe,52.0,20.0
PRK,2005,21204.8,North Korea,Asia,Eastern Asia,40.0,127.0
PRT,2005,251.5956,Portugal,Europe,Southern Europe,39.5,-8.0
PRY,2005,246.5426,Paraguay,Americas,South America,-23.0,-58.0
QAT,2005,2.539857,Qatar,Asia,Western Asia,25.5,51.25
ROU,2005,1467.517,Romania,Europe,Eastern Europe,46.0,25.0
RUS,2005,26418.28,Russian Federation,Europe,Eastern Europe,60.0,100.0
RWA,2005,395.4383,Rwanda,Africa,Eastern Africa,-2.0,30.0
SAU,2005,758.0779,Saudi Arabia,Asia,Western Asia,25.0,45.0
SDN,2005,7278.837,Sudan,Africa,Northern Africa,15.0,30.0
SEN,2005,1572.36,Senegal,Africa,Western Africa,14.0,-14.0
SGP,2005,54.93687,Singapore,Asia,South-Eastern Asia,1.3667,103.8
SLB,2005,34.87344,Solomon Islands,Oceania,Melanesia,-8.0,159.0
SLE,2005,2625.579,Sierra Leone,Africa,Western Africa,8.5,-11.5
SLV,2005,67.85697,El Salvador,Americas,Central America,13.8333,-88.9167
SOM,2005,4193.398,Somalia,Africa,Eastern Africa,10.0,49.0
SRB,2005,216.8731,Serbia,Europe,Eastern Europe,44.0,21.0
SSD,2005,2498.009,South Sudan,Africa,Middle Africa,8.0,30.0
SUR,2005,9.005006,Suriname,Americas,South America,4.0,-56.0
SVK,2005,36.72266,Slovakia,Europe,Eastern Europe,48.6667,19.5
SVN,2005,9.383731,Slovenia,Europe,Southern Europe,46.0,15.0
SWE,2005,24.87052,Sweden,Europe,Northern Europe,62.0,15.0
SYC,2005,1.672653,Seychelles,Africa,Eastern Africa,-4.5833,55.6667
SYR,2005,46.67846,Syrian Arab Republic,Asia,Western Asia,35.0,38.0
TCD,2005,1957.057,Chad,Africa,Middle Africa,15.0,19.0
TGO,2005,287.0825,Togo,Africa,Western Africa,8.0,1.1667
THA,2005,7473.227,Thailand,Asia,South-Eastern Asia,15.0,100.0
TJK,2005,655.8791,Tajikistan,Asia,Central Asia,39.0,71.0
TKM,2005,471.4094,Turkmenistan,Asia,Central Asia,40.0,60.0
TON,2005,0.945,Tonga,Oceania,Polynesia,-20.0,-175.0
TTO,2005,20.00209,Trinidad and Tobago,Americas,Caribbean,11.0,-61.0
TUN,2005,82.03874,Tunisia,Africa,Northern Africa,34.0,9.0
TUR,2005,781.3153,Turkey,Asia,Western Asia,39.0,35.0
UGA,2005,3368.348,Uganda,Africa,Eastern Africa,1.0,32.0
UKR,2005,4723.588,Ukraine,Europe,Eastern Europe,49.0,32.0
URY,2005,48.19554,Uruguay,Americas,South America,-33.0,-56.0
USA,2005,439.083,United States,Americas,Northern America,38.0,-97.0
UZB,2005,1818.844,Uzbekistan,Asia,Central Asia,41.0,64.0
VCT,2005,0.9934569,Saint Vincent and the Grenadines,Americas,Caribbean,13.25,-61.2
VEN,2005,537.8876,Venezuela,Americas,South America,8.0,-66.0
VNM,2005,16228.29,Vietnam,Asia,South-Eastern Asia,16.0,106.0
VUT,2005,22.53663,Vanuatu,Oceania,Melanesia,-16.0,167.0
WSM,2005,0.756,Samoa,Oceania,Polynesia,-13.5833,-172.3333
YEM,2005,1699.339,Yemen,Asia,Western Asia,15.0,48.0
ZAF,2005,20122.8,South Africa,Africa,Southern Africa,-29.0,24.0
ZMB,2005,2322.666,Zambia,Africa,Eastern Africa,-15.0,30.0
ZWE,2005,2868.049,Zimbabwe,Africa,Eastern Africa,-20.0,30.0
