iso3,year,Tuberculosis_Deaths,Country,region,subregion,latitude,longitude
LUX,2004,1.121653,Luxembourg,Europe,Western Europe,49.75,6.1667
LVA,2004,145.15,Latvia,Europe,Northern Europe,57.0,25.0
MAR,2004,1711.572,Morocco,Africa,Northern Africa,32.0,-5.0
MDA,2004,614.7024,Moldova,Europe,Eastern Europe,47.0,29.0
MDG,2004,7430.982,Madagascar,Africa,Eastern Africa,-20.0,47.0
MDV,2004,2.018924,Maldives,Asia,Southern Asia,3.25,73.0
MEX,2004,1762.259,Mexico,Americas,Central America,23.0,-102.0
MLI,2004,991.3613,Mali,Africa,Western Africa,17.0,-4.0
MLT,2004,0.0,Malta,Europe,Southern Europe,35.8333,14.5833
MNG,2004,308.054,Mongolia,Asia,Eastern Asia,46.0,105.0
MOZ,2004,3814.06,Mozambique,Africa,Eastern Africa,-18.25,35.0
MRT,2004,643.804,Mauritania,Africa,Western Africa,20.0,-12.0
MUS,2004,13.94048,Mauritius,Africa,Eastern Africa,-20.2833,57.55
MWI,2004,2307.974,Malawi,Africa,Eastern Africa,-13.5,34.0
MYS,2004,945.0252,Malaysia,Asia,South-Eastern Asia,2.5,112.5
NAM,2004,848.6121,Namibia,Africa,Southern Africa,-22.0,17.0
NER,2004,3377.911,Niger,Africa,Western Africa,16.0,8.0
NGA,2004,55254.11,Nigeria,Africa,Western Africa,10.0,8.0
NIC,2004,206.5811,Nicaragua,Americas,Central America,13.0,-85.0
NLD,2004,49.81198,Netherlands,Europe,Western Europe,52.5,5.75
NOR,2004,18.16222,Norway,Europe,Northern Europe,62.0,10.0
NPL,2004,17746.48,Nepal,Asia,Southern Asia,28.0,84.0
NZL,2004,18.19159,New Zealand,Oceania,Australia and New Zealand,-41.0,174.0
OMN,2004,11.17687,Oman,Asia,Western Asia,21.0,57.0
PAK,2004,30076.12,Pakistan,Asia,Southern Asia,30.0,70.0
PAN,2004,132.8461,Panama,Americas,Central America,9.0,-80.0
PER,2004,2042.73,Peru,Americas,South America,-10.0,-76.0
PHL,2004,23376.41,Philippines,Asia,South-Eastern Asia,13.0,122.0
PNG,2004,3187.395,Papua New Guinea,Oceania,Melanesia,-6.0,147.0
POL,2004,749.7382,Poland,Europe,Eastern Europe,52.0,20.0
PRK,2004,21471.84,North Korea,Asia,Eastern Asia,40.0,127.0
PRT,2004,276.1406,Portugal,Europe,Southern Europe,39.5,-8.0
PRY,2004,234.7553,Paraguay,Americas,South America,-23.0,-58.0
QAT,2004,2.38189,Qatar,Asia,Western Asia,25.5,51.25
ROU,2004,1731.191,Romania,Europe,Eastern Europe,46.0,25.0
RUS,2004,25349.32,Russian Federation,Europe,Eastern Europe,60.0,100.0
RWA,2004,404.5344,Rwanda,Africa,Eastern Africa,-2.0,30.0
SAU,2004,763.1612,Saudi Arabia,Asia,Western Asia,25.0,45.0
SDN,2004,7032.973,Sudan,Africa,Northern Africa,15.0,30.0
SEN,2004,1700.577,Senegal,Africa,Western Africa,14.0,-14.0
SGP,2004,52.82408,Singapore,Asia,South-Eastern Asia,1.3667,103.8
SLB,2004,29.86642,Solomon Islands,Oceania,Melanesia,-8.0,159.0
SLE,2004,2369.291,Sierra Leone,Africa,Western Africa,8.5,-11.5
SLV,2004,77.07392,El Salvador,Americas,Central America,13.8333,-88.9167
SOM,2004,4246.589,Somalia,Africa,Eastern Africa,10.0,49.0
SRB,2004,216.0388,Serbia,Europe,Eastern Europe,44.0,21.0
SSD,2004,2386.601,South Sudan,Africa,Middle Africa,8.0,30.0
SUR,2004,6.502817,Suriname,Americas,South America,4.0,-56.0
SVK,2004,40.84185,Slovakia,Europe,Eastern Europe,48.6667,19.5
SVN,2004,9.476125,Slovenia,Europe,Southern Europe,46.0,15.0
SWE,2004,18.49993,Sweden,Europe,Northern Europe,62.0,15.0
SYC,2004,0.0,Seychelles,Africa,Eastern Africa,-4.5833,55.6667
SYR,2004,35.83138,Syrian Arab Republic,Asia,Western Asia,35.0,38.0
TCD,2004,2138.918,Chad,Africa,Middle Africa,15.0,19.0
TGO,2004,281.8038,Togo,Africa,Western Africa,8.0,1.1667
THA,2004,8359.665,Thailand,Asia,South-Eastern Asia,15.0,100.0
TJK,2004,638.0645,Tajikistan,Asia,Central Asia,39.0,71.0
TKM,2004,463.5375,Turkmenistan,Asia,Central Asia,40.0,60.0
TON,2004,0.63,Tonga,Oceania,Polynesia,-20.0,-175.0
TTO,2004,21.70326,Trinidad and Tobago,Americas,Caribbean,11.0,-61.0
TUN,2004,82.13867,Tunisia,Africa,Northern Africa,34.0,9.0
TUR,2004,510.1503,Turkey,Asia,Western Asia,39.0,35.0
UGA,2004,3109.668,Uganda,Africa,Eastern Africa,1.0,32.0
UKR,2004,4565.571,Ukraine,Europe,Eastern Europe,49.0,32.0
URY,2004,56.24597,Uruguay,Americas,South America,-33.0,-56.0
USA,2004,453.1586,United States,Americas,Northern America,38.0,-97.0
UZB,2004,1877.954,Uzbekistan,Asia,Central Asia,41.0,64.0
VCT,2004,3.633103,Saint Vincent and the Grenadines,Americas,Caribbean,13.25,-61.2
VEN,2004,591.1033,Venezuela,Americas,South America,8.0,-66.0
VNM,2004,15969.05,Vietnam,Asia,South-Eastern Asia,16.0,106.0
VUT,2004,13.11882,Vanuatu,Oceania,Melanesia,-16.0,167.0
WSM,2004,1.071,Samoa,Oceania,Polynesia,-13.5833,-172.3333
YEM,2004,1723.206,Yemen,Asia,Western Asia,15.0,48.0
ZAF,2004,19474.95,South Africa,Africa,Southern Africa,-29.0,24.0
ZMB,2004,2303.01,Zambia,Africa,Eastern Africa,-15.0,30.0
ZWE,2004,2589.73,Zimbabwe,Africa,Eastern Africa,-20.0,30.0
