iso3,year,Tuberculosis_Deaths,Country,region,subregion,latitude,longitude
JPN,2014,1887.268,Japan,Asia,Eastern Asia,36.0,138.0
KAZ,2014,771.0246,Kazakhstan,Asia,Central Asia,48.0,68.0
KEN,2014,21401.8,Kenya,Africa,Eastern Africa,1.0,38.0
KGZ,2014,391.9512,Kyrgyzstan,Asia,Central Asia,41.0,75.0
KHM,2014,2052.67,Cambodia,Asia,South-Eastern Asia,13.0,105.0
KIR,2014,27.44791,Kiribati,Oceania,Micronesia,1.4167,173.0
KOR,2014,1773.616,South Korea,Asia,Eastern Asia,37.0,127.5
KWT,2014,5.935769,Kuwait,Asia,Western Asia,29.3375,47.6581
LAO,2014,2165.826,Lao People's Democratic Republic,Asia,South-Eastern Asia,18.0,105.0
LBN,2014,23.03147,Lebanon,Asia,Western Asia,33.8333,35.8333
LBR,2014,1679.487,Liberia,Africa,Western Africa,6.5,-9.5
LBY,2014,372.4224,Libya,Africa,Northern Africa,25.0,17.0
LCA,2014,1.569486,Saint Lucia,Americas,Caribbean,13.8833,-61.1333
LKA,2014,625.1781,Sri Lanka,Asia,Southern Asia,7.0,81.0
LSO,2014,738.5945,Lesotho,Africa,Southern Africa,-29.5,28.5
LTU,2014,187.5067,Lithuania,Europe,Northern Europe,56.0,24.0
LUX,2014,0.6727988,Luxembourg,Europe,Western Europe,49.75,6.1667
LVA,2014,55.23366,Latvia,Europe,Northern Europe,57.0,25.0
MAR,2014,1971.331,Morocco,Africa,Northern Africa,32.0,-5.0
MDA,2014,323.3989,Moldova,Europe,Eastern Europe,47.0,29.0
MDG,2014,7167.624,Madagascar,Africa,Eastern Africa,-20.0,47.0
MDV,2014,6.089723,Maldives,Asia,Southern Asia,3.25,73.0
MEX,2014,1593.586,Mexico,Americas,Central America,23.0,-102.0
MLI,2014,937.0405,Mali,Africa,Western Africa,17.0,-4.0
MLT,2014,1.715865,Malta,Europe,Southern Europe,35.8333,14.5833
MNG,2014,231.2423,Mongolia,Asia,Eastern Asia,46.0,105.0
MOZ,2014,4717.227,Mozambique,Africa,Eastern Africa,-18.25,35.0
MRT,2014,537.7626,Mauritania,Africa,Western Africa,20.0,-12.0
MUS,2014,17.93586,Mauritius,Africa,Eastern Africa,-20.2833,57.55
MWI,2014,2528.015,Malawi,Africa,Eastern Africa,-13.5,34.0
MYS,2014,788.1732,Malaysia,Asia,South-Eastern Asia,2.5,112.5
NAM,2014,1035.337,Namibia,Africa,Southern Africa,-22.0,17.0
NER,2014,2257.267,Niger,Africa,Western Africa,16.0,8.0
NGA,2014,69345.9,Nigeria,Africa,Western Africa,10.0,8.0
NIC,2014,83.90272,Nicaragua,Americas,Central America,13.0,-85.0
NLD,2014,16.85007,Netherlands,Europe,Western Europe,52.5,5.75
NOR,2014,6.492855,Norway,Europe,Northern Europe,62.0,10.0
NPL,2014,11378.28,Nepal,Asia,Southern Asia,28.0,84.0
NZL,2014,7.024263,New Zealand,Oceania,Australia and New Zealand,-41.0,174.0
OMN,2014,11.55226,Oman,Asia,Western Asia,21.0,57.0
PAK,2014,25993.41,Pakistan,Asia,Southern Asia,30.0,70.0
PAN,2014,153.4223,Panama,Americas,Central America,9.0,-80.0
PER,2014,1487.144,Peru,Americas,South America,-10.0,-76.0
PHL,2014,19170.34,Philippines,Asia,South-Eastern Asia,13.0,122.0
PNG,2014,2019.364,Papua New Guinea,Oceania,Melanesia,-6.0,147.0
POL,2014,466.2332,Poland,Europe,Eastern Europe,52.0,20.0
PRK,2014,8838.185,North Korea,Asia,Eastern Asia,40.0,127.0
PRT,2014,152.0911,Portugal,Europe,Southern Europe,39.5,-8.0
PRY,2014,204.0522,Paraguay,Americas,South America,-23.0,-58.0
QAT,2014,6.263255,Qatar,Asia,Western Asia,25.5,51.25
ROU,2014,922.6781,Romania,Europe,Eastern Europe,46.0,25.0
RUS,2014,12338.14,Russian Federation,Europe,Eastern Europe,60.0,100.0
RWA,2014,433.0849,Rwanda,Africa,Eastern Africa,-2.0,30.0
SAU,2014,630.7944,Saudi Arabia,Asia,Western Asia,25.0,45.0
SDN,2014,4338.213,Sudan,Africa,Northern Africa,15.0,30.0
SEN,2014,1310.216,Senegal,Africa,Western Africa,14.0,-14.0
SGP,2014,53.07552,Singapore,Asia,South-Eastern Asia,1.3667,103.8
SLB,2014,30.30563,Solomon Islands,Oceania,Melanesia,-8.0,159.0
SLE,2014,2273.39,Sierra Leone,Africa,Western Africa,8.5,-11.5
SLV,2014,56.58766,El Salvador,Americas,Central America,13.8333,-88.9167
SOM,2014,5961.337,Somalia,Africa,Eastern Africa,10.0,49.0
SRB,2014,73.8994,Serbia,Europe,Eastern Europe,44.0,21.0
SSD,2014,3745.794,South Sudan,Africa,Middle Africa,8.0,30.0
SUR,2014,12.39658,Suriname,Americas,South America,4.0,-56.0
SVK,2014,22.94918,Slovakia,Europe,Eastern Europe,48.6667,19.5
SVN,2014,13.51561,Slovenia,Europe,Southern Europe,46.0,15.0
SWE,2014,9.447866,Sweden,Europe,Northern Europe,62.0,15.0
SYC,2014,0.0,Seychelles,Africa,Eastern Africa,-4.5833,55.6667
SYR,2014,17.79846,Syrian Arab Republic,Asia,Western Asia,35.0,38.0
TCD,2014,1847.157,Chad,Africa,Middle Africa,15.0,19.0
TGO,2014,387.761,Togo,Africa,Western Africa,8.0,1.1667
THA,2014,6955.187,Thailand,Asia,South-Eastern Asia,15.0,100.0
TJK,2014,555.4272,Tajikistan,Asia,Central Asia,39.0,71.0
TKM,2014,391.0484,Turkmenistan,Asia,Central Asia,40.0,60.0
TON,2014,0.6825,Tonga,Oceania,Polynesia,-20.0,-175.0
TTO,2014,20.90464,Trinidad and Tobago,Americas,Caribbean,11.0,-61.0
TUN,2014,75.97549,Tunisia,Africa,Northern Africa,34.0,9.0
TUR,2014,447.6388,Turkey,Asia,Western Asia,39.0,35.0
UGA,2014,5107.535,Uganda,Africa,Eastern Africa,1.0,32.0
UKR,2014,2533.05,Ukraine,Europe,Eastern Europe,49.0,32.0
URY,2014,51.57777,Uruguay,Americas,South America,-33.0,-56.0
USA,2014,324.5922,United States,Americas,Northern America,38.0,-97.0
UZB,2014,1116.937,Uzbekistan,Asia,Central Asia,41.0,64.0
VCT,2014,2.589913,Saint Vincent and the Grenadines,Americas,Caribbean,13.25,-61.2
VEN,2014,531.0364,Venezuela,Americas,South America,8.0,-66.0
VNM,2014,10056.87,Vietnam,Asia,South-Eastern Asia,16.0,106.0
VUT,2014,13.39772,Vanuatu,Oceania,Melanesia,-16.0,167.0
WSM,2014,0.7245,Samoa,Oceania,Polynesia,-13.5833,-172.3333
YEM,2014,755.8806,Yemen,Asia,Western Asia,15.0,48.0
ZAF,2014,12059.04,South Africa,Africa,Southern Africa,-29.0,24.0
ZMB,2014,2838.178,Zambia,Africa,Eastern Africa,-15.0,30.0
ZWE,2014,850.3092,Zimbabwe,Africa,Eastern Africa,-20.0,30.0
